"","year","age","sex","maritl","race","education","region","jobclass","health","health_ins","wage"
"1915",2008,27," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",100.764272842107
"1916",2004,52," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",114.475713290347
"1917",2005,51," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",67.1792914754174
"1918",2009,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",79.8549003093467
"1919",2005,28," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",90.4819133566401
"1920",2007,49," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",57.9709421772731
"1921",2007,61," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",114.475713290347
"1922",2006,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",99.6894636984864
"1923",2005,23," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.4924795180001
"1924",2007,53," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",151.805096289083
"1925",2004,55," Male"," Never Married"," Asian"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
"1926",2005,48," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",87.9810327856054
"1927",2007,50," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
"1928",2009,31," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
"1929",2007,53," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",128.680488220624
"1930",2008,49," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",154.68529299563
"1931",2003,49," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",130.982177377461
"1932",2004,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",120.589436530402
"1933",2007,20," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",81.2832532842527
"1934",2008,46," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",110.172930287822
"1935",2005,48," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",152.216806827106
"1936",2005,19," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",70.4760196469445
"1937",2004,56," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",85.3839403789827
"1938",2003,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",101.82435207568
"1939",2009,23," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",85.3839403789827
"1940",2005,42," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",101.82435207568
"1941",2008,32," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",118.884359339886
"1942",2003,32," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",73.7757432746946
"1943",2003,43," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",73.7757432746946
"1944",2008,57," Male"," Never Married"," Black"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",138.610994032645
"1945",2008,26," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",109.833985642199
"1946",2009,67," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",151.591484239814
"1947",2004,31," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",176.989650489877
"1948",2006,49," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",103.90247060316
"1949",2005,29," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",128.680488220624
"1950",2008,41," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," No",108.874525834712
"1951",2006,35," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",87.9810327856054
"1952",2009,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",95.2307125669819
"1953",2004,33," Male"," Separated"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",98.5993438603892
"1954",2009,53," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",141.77517233318
"1955",2009,43," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
"1956",2004,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",94.6540203819701
"1957",2004,38," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",148.413159102577
"1958",2003,58," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",104.921506533664
"1959",2004,45," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",123.089699847943
"1960",2005,34," Male"," Never Married"," Black"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",94.5960991038653
"1961",2007,30," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",127.115743812184
"1962",2008,21," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",29.3769761006037
"1963",2003,39," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",129.453644576625
"1964",2006,28," Male"," Never Married"," Black"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"1965",2008,54," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",99.6894636984864
"1966",2007,24," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",90.4819133566401
"1967",2005,57," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",70.8150386167557
"1968",2003,48," Male"," Separated"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",95.2307125669819
"1969",2004,31," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",109.833985642199
"1970",2006,47," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",182.020620963512
"1971",2004,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",160.642475408263
"1972",2004,30," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",70.4760196469445
"1973",2003,41," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",130.982177377461
"1974",2008,26," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",105.927810775063
"1975",2009,32," Male"," Never Married"," Asian"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",109.833985642199
"1976",2009,39," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," <=Good"," Yes",97.4710060955894
"1977",2004,42," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",111.720849360989
"1978",2005,24," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",172.217265521809
"1979",2006,44," Male"," Divorced"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",129.453644576625
"1980",2006,30," Male"," Never Married"," Asian"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",127.115743812184
"1981",2006,58," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",134.705375118879
"1982",2008,33," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"1983",2008,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",94.0727147457005
"1984",2005,28," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",96.9340904570115
"1985",2008,41," Male"," Married"," Asian"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",276.778413321176
"1986",2009,22," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",32.3664131748549
"1987",2004,37," Male"," Divorced"," White"," Some College"," Middle Atlantic"," Industrial"," <=Good"," Yes",84.450253670189
"1988",2006,18," Male"," Never Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",65.1108537153447
"1989",2004,37," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",84.7183897030478
"1990",2007,43," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",167.706575552614
"1991",2008,49," Male"," Married"," Black"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",94.0727147457005
"1992",2005,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
"1993",2007,47," Male"," Married"," Black"," Advanced Degree"," Middle Atlantic"," Industrial"," >=Very Good"," No",81.2832532842527
"1994",2003,52," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",134.705375118879
"1995",2009,34," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",114.475713290347
"1996",2004,62," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
"1997",2007,44," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",104.921506533664
"1998",2005,48," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",152.216806827106
"1999",2007,51," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",124.720446242886
"2000",2009,35," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",148.413159102577
"2001",2003,42," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",89.2428846644714
"2002",2005,34," Male"," Never Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",82.6796372966372
"2003",2003,50," Male"," Married"," Asian"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",94.0727147457005
"2004",2006,50," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," Yes",153.457515308961
"2005",2004,55," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",46.7632687977187
"2006",2009,56," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," <=Good"," Yes",129.453644576625
"2007",2005,50," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",130.982177377461
"2008",2009,44," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," No",94.0727147457005
"2009",2005,30," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
"2010",2005,34," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",128.680488220624
"2011",2007,50," Male"," Divorced"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",73.7757432746946
"2012",2004,51," Male"," Married"," White"," College Grad"," Middle Atlantic"," Information"," <=Good"," No",110.782650276254
"2013",2003,53," Male"," Married"," Black"," Some College"," Middle Atlantic"," Information"," >=Very Good"," No",99.6894636984864
"2014",2004,40," Male"," Never Married"," Black"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",91.6992261117042
"2015",2006,34," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",82.6796372966372
"2016",2006,36," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",118.884359339886
"2017",2005,44," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," <=Good"," Yes",148.413159102577
"2018",2008,54," Male"," Married"," Asian"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",95.2307125669819
"2019",2008,36," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",163.515863976238
"2020",2006,62," Male"," Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," Yes",279.501781963737
"2021",2008,33," Male"," Never Married"," White"," Advanced Degree"," Middle Atlantic"," Information"," >=Very Good"," No",114.475713290347
"2022",2004,44," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Industrial"," >=Very Good"," No",102.870246933215
"2023",2005,80," Male"," Never Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
"2024",2005,45," Male"," Married"," White"," HS Grad"," Middle Atlantic"," Information"," >=Very Good"," No",87.9810327856054
"2025",2008,58," Male"," Divorced"," White"," College Grad"," Middle Atlantic"," Information"," >=Very Good"," Yes",70.4760196469445
"2026",2004,51," Male"," Married"," White"," Some College"," Middle Atlantic"," Industrial"," >=Very Good"," No",101.82435207568
"2027",2005,60," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",277.601417511009
"2028",2007,33," Male"," Married"," White"," < HS Grad"," Middle Atlantic"," Industrial"," <=Good"," No",87.9810327856054
"2029",2006,28," Male"," Never Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",104.921506533664
"2030",2004,37," Male"," Married"," White"," College Grad"," Middle Atlantic"," Industrial"," >=Very Good"," Yes",127.115743812184
"2031",2006,56," Male"," Married"," White"," Some College"," Middle Atlantic"," Information"," >=Very Good"," Yes",99.6894636984864
